state_alpha,fips5,year,crop,nassyield_kg_ha,nassyield_mt_ha,nassyield_bu_acre,short_desc,state_name
IL,17111,2011,corn_grain,11049.773,11.049773,175.7,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17111,2010,corn_grain,10779.346,10.779346,171.4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17111,2009,corn_grain,8993.27,8.99327,143,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17111,2008,corn_grain,9936.62,9.936620000000001,158,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17111,2007,corn_grain,11131.53,11.131530000000001,177,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17111,2006,corn_grain,10691.3,10.6913,170,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17111,2005,corn_grain,7358.13,7.35813,117,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17111,2004,corn_grain,9873.73,9.87373,157,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17111,2003,corn_grain,9119.05,9.11905,145,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17111,2002,corn_grain,6414.78,6.4147799999999995,102,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17111,2001,corn_grain,8490.15,8.49015,135,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17111,2000,corn_grain,8678.82,8.67882,138,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17197,2017,corn_grain,12445.931,12.445931000000002,197.9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17197,2015,corn_grain,10056.111,10.056111000000001,159.9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17197,2014,corn_grain,11232.154,11.232154000000001,178.6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17197,2013,corn_grain,9376.899,9.376899,149.1,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17197,2012,corn_grain,7924.14,7.92414,126,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17197,2011,corn_grain,10219.625,10.219625,162.5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17197,2010,corn_grain,9955.487000000001,9.955487000000002,158.3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17197,2009,corn_grain,9936.62,9.936620000000001,158,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17197,2008,corn_grain,11131.53,11.131530000000001,177,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17197,2007,corn_grain,10879.97,10.87997,173,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17197,2006,corn_grain,10251.07,10.25107,163,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17197,2005,corn_grain,7672.58,7.67258,122,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17197,2004,corn_grain,10313.960000000001,10.313960000000002,164,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17197,2003,corn_grain,10062.4,10.0624,160,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17197,2002,corn_grain,7232.35,7.23235,115,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17197,2001,corn_grain,7987.03,7.98703,127,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17197,2000,corn_grain,8804.6,8.8046,140,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17998,2017,corn_grain,9408.344,9.408344,149.6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17998,2016,corn_grain,11917.655,11.917655000000002,189.5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17998,2015,corn_grain,10823.369,10.823369000000001,172.1,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17998,2014,corn_grain,12269.839,12.269839000000001,195.1,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17998,2013,corn_grain,9703.9270000000015,9.703927000000002,154.3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17998,2012,corn_grain,7634.8460000000005,7.6348460000000005,121.4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17998,2011,corn_grain,8741.710000000001,8.741710000000001,139,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17998,2010,corn_grain,8685.109,8.685109,138.1,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17998,2008,corn_grain,9685.06,9.68506,154,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17001,2017,corn_grain,12087.457999999999,12.087458,192.2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17001,2016,corn_grain,12144.059,12.144059,193.1,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17001,2015,corn_grain,9942.909,9.942909,158.1,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17001,2014,corn_grain,12728.936,12.728936,202.4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17001,2013,corn_grain,9641.037,9.641037,153.3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17001,2012,corn_grain,4779.64,4.7796400000000006,76,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17001,2011,corn_grain,8540.462000000001,8.540462000000002,135.8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17001,2010,corn_grain,7666.291,7.666291,121.9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17001,2009,corn_grain,10817.08,10.81708,172,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17001,2008,corn_grain,10754.19,10.754190000000001,171,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17001,2007,corn_grain,10188.18,10.188180000000001,162,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17001,2006,corn_grain,8112.81,8.112810000000001,129,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17001,2005,corn_grain,8112.81,8.112810000000001,129,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17001,2004,corn_grain,12263.55,12.26355,195,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17001,2003,corn_grain,10754.19,10.754190000000001,171,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17001,2002,corn_grain,9181.94,9.18194,146,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17001,2001,corn_grain,9559.28,9.559280000000001,152,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17001,2000,corn_grain,10817.08,10.81708,172,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17009,2017,corn_grain,11867.342999999999,11.867343,188.7,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17009,2016,corn_grain,11464.847000000002,11.464847000000002,182.3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17009,2015,corn_grain,9886.307999999999,9.886308,157.2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17009,2014,corn_grain,12364.173999999999,12.364173999999998,196.6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17009,2013,corn_grain,11081.217999999999,11.081218,176.2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17009,2012,corn_grain,5471.43,5.471430000000001,87,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17009,2011,corn_grain,7987.03,7.98703,127,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17009,2010,corn_grain,7515.3550000000005,7.5153550000000005,119.5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17009,2009,corn_grain,9873.73,9.87373,157,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17009,2008,corn_grain,9559.28,9.559280000000001,152,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17009,2007,corn_grain,9559.28,9.559280000000001,152,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17009,2006,corn_grain,8678.82,8.67882,138,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17009,2005,corn_grain,8490.15,8.49015,135,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17009,2004,corn_grain,11634.65,11.63465,185,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17009,2003,corn_grain,10565.52,10.565520000000001,168,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17009,2002,corn_grain,8301.48,8.30148,132,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17009,2001,corn_grain,9307.72,9.30772,148,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17009,2000,corn_grain,9873.73,9.87373,157,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17057,2017,corn_grain,12489.954,12.489953999999999,198.6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17057,2016,corn_grain,12269.839,12.269839000000001,195.1,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17057,2015,corn_grain,10722.745,10.722745000000002,170.5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17057,2014,corn_grain,12464.797999999999,12.464797999999998,198.2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17057,2013,corn_grain,10779.346,10.779346,171.4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17057,2012,corn_grain,7200.905,7.200905,114.5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17057,2011,corn_grain,9508.967999999999,9.508968,151.2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17057,2010,corn_grain,8603.352,8.603352000000001,136.8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17057,2009,corn_grain,11005.75,11.00575,175,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17057,2008,corn_grain,12137.77,12.137770000000002,193,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17057,2007,corn_grain,11697.54,11.697540000000002,186,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17057,2006,corn_grain,10062.4,10.0624,160,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17057,2005,corn_grain,8175.7,8.1757,130,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17057,2004,corn_grain,11697.54,11.697540000000002,186,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17057,2003,corn_grain,10439.74,10.43974,166,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17057,2002,corn_grain,9810.84,9.81084,156,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17057,2001,corn_grain,9685.06,9.68506,154,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17057,2000,corn_grain,9370.61,9.370610000000001,149,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17067,2017,corn_grain,14018.181,14.018181,222.9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17067,2016,corn_grain,13055.964,13.055964,207.6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17067,2015,corn_grain,11339.067000000001,11.339067000000002,180.3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17067,2014,corn_grain,13741.465,13.741465,218.5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17067,2013,corn_grain,11225.865,11.225865,178.5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17067,2012,corn_grain,8446.127,8.446127,134.3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17067,2011,corn_grain,8483.861,8.483861000000001,134.9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17067,2010,corn_grain,7351.841,7.351841,116.9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17067,2009,corn_grain,11257.31,11.25731,179,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17067,2008,corn_grain,11949.1,11.949100000000001,190,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17067,2007,corn_grain,11508.87,11.508870000000002,183,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17067,2006,corn_grain,9559.28,9.559280000000001,152,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17067,2005,corn_grain,8930.38,8.93038,142,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17067,2004,corn_grain,12137.77,12.137770000000002,193,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17067,2003,corn_grain,10754.19,10.754190000000001,171,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17067,2002,corn_grain,9747.95,9.747950000000001,155,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17067,2001,corn_grain,9747.95,9.747950000000001,155,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17067,2000,corn_grain,9936.62,9.936620000000001,158,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17071,2017,corn_grain,14081.071,14.081071,223.9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17071,2016,corn_grain,13018.23,13.018229999999999,207,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17071,2015,corn_grain,12068.591,12.068591000000001,191.9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17071,2014,corn_grain,13074.831,13.074831,207.9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17071,2013,corn_grain,11068.64,11.06864,176,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17071,2012,corn_grain,10225.913999999999,10.225914,162.6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17071,2011,corn_grain,10030.955,10.030955,159.5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17071,2010,corn_grain,9043.582,9.043582,143.8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17071,2009,corn_grain,10942.86,10.942860000000001,174,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17071,2008,corn_grain,12515.11,12.51511,199,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17071,2007,corn_grain,11634.65,11.63465,185,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17071,2006,corn_grain,10125.29,10.125290000000001,161,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17071,2005,corn_grain,9747.95,9.747950000000001,155,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17071,2004,corn_grain,11634.65,11.63465,185,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17071,2003,corn_grain,10565.52,10.565520000000001,168,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17071,2002,corn_grain,10439.74,10.43974,166,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17071,2001,corn_grain,10188.18,10.188180000000001,162,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17071,2000,corn_grain,9181.94,9.18194,146,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17095,2017,corn_grain,14433.255000000001,14.433255,229.5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17095,2016,corn_grain,14043.337000000001,14.043337000000001,223.3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17095,2015,corn_grain,12949.051000000001,12.949051,205.9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17095,2014,corn_grain,12666.046,12.666046,201.4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17095,2013,corn_grain,12011.99,12.01199,191,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17095,2012,corn_grain,10112.712000000001,10.112712000000002,160.8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17095,2011,corn_grain,10659.855,10.659855,169.5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17095,2010,corn_grain,10056.111,10.056111000000001,159.9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17095,2009,corn_grain,11697.54,11.697540000000002,186,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17095,2008,corn_grain,12578,12.578,200,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17095,2007,corn_grain,12200.66,12.200660000000001,194,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17095,2006,corn_grain,10565.52,10.565520000000001,168,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17095,2005,corn_grain,7735.47,7.73547,123,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17095,2004,corn_grain,12200.66,12.200660000000001,194,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17095,2003,corn_grain,11383.09,11.383090000000001,181,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17095,2002,corn_grain,10628.41,10.62841,169,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17095,2001,corn_grain,10439.74,10.43974,166,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17095,2000,corn_grain,9559.28,9.559280000000001,152,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17109,2017,corn_grain,13949.002,13.949002,221.8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17109,2016,corn_grain,13345.258,13.345258,212.2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17109,2015,corn_grain,11056.062000000002,11.056062000000002,175.8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17109,2014,corn_grain,13307.524,13.307523999999999,211.6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17109,2013,corn_grain,11810.742,11.810742000000001,187.8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17109,2012,corn_grain,8741.710000000001,8.741710000000001,139,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17109,2011,corn_grain,10496.341,10.496341000000001,166.9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17109,2010,corn_grain,8917.8020000000015,8.917802000000002,141.8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17109,2009,corn_grain,11823.32,11.82332,188,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17109,2008,corn_grain,12955.34,12.95534,206,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17109,2007,corn_grain,12137.77,12.137770000000002,193,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17109,2006,corn_grain,10942.86,10.942860000000001,174,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17109,2005,corn_grain,10062.4,10.0624,160,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17109,2004,corn_grain,12452.22,12.452219999999999,198,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17109,2003,corn_grain,11257.31,11.25731,179,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17109,2002,corn_grain,10376.85,10.376850000000001,165,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17109,2001,corn_grain,10628.41,10.62841,169,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17109,2000,corn_grain,10062.4,10.0624,160,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17169,2017,corn_grain,12219.527,12.219527000000001,194.3,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17169,2016,corn_grain,11728.985,11.728985000000002,186.5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17169,2015,corn_grain,10030.955,10.030955,159.5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17169,2014,corn_grain,12835.849,12.835849,204.1,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17169,2013,corn_grain,10628.41,10.62841,169,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17169,2012,corn_grain,4773.351000000001,4.773351000000001,75.9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17169,2011,corn_grain,9093.894,9.093894,144.6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17169,2010,corn_grain,8156.833,8.156833,129.7,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17169,2009,corn_grain,11005.75,11.00575,175,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17169,2008,corn_grain,11571.76,11.571760000000001,184,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17169,2007,corn_grain,10942.86,10.942860000000001,174,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17169,2006,corn_grain,8804.6,8.8046,140,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17169,2005,corn_grain,8490.15,8.49015,135,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17169,2004,corn_grain,12011.99,12.01199,191,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17169,2003,corn_grain,10754.19,10.754190000000001,171,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17169,2002,corn_grain,8930.38,8.93038,142,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17169,2001,corn_grain,9747.95,9.747950000000001,155,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17169,2000,corn_grain,9999.51,9.99951,159,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17187,2017,corn_grain,15514.963,15.514963,246.7,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17187,2016,corn_grain,14414.387999999999,14.414387999999999,229.2,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17187,2015,corn_grain,12703.78,12.70378,202,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17187,2014,corn_grain,13590.529,13.590529,216.1,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17187,2013,corn_grain,11754.141,11.754141,186.9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17187,2012,corn_grain,10370.561,10.370561,164.9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17187,2011,corn_grain,11156.686,11.156686,177.4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17187,2010,corn_grain,9615.881000000001,9.615881000000002,152.9,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17187,2009,corn_grain,12137.77,12.137770000000002,193,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17187,2008,corn_grain,13018.23,13.018229999999999,207,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17187,2007,corn_grain,12452.22,12.452219999999999,198,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17187,2006,corn_grain,10879.97,10.87997,173,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17187,2005,corn_grain,9936.62,9.936620000000001,158,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17187,2004,corn_grain,12137.77,12.137770000000002,193,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17187,2003,corn_grain,11508.87,11.508870000000002,183,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17187,2002,corn_grain,10942.86,10.942860000000001,174,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17187,2001,corn_grain,10628.41,10.62841,169,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17187,2000,corn_grain,9559.28,9.559280000000001,152,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17039,2017,corn_grain,12647.179,12.647179,201.1,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17039,2016,corn_grain,13489.905,13.489905,214.5,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17039,2015,corn_grain,13068.542000000001,13.068542,207.8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17039,2014,corn_grain,13898.69,13.89869,221,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17039,2012,corn_grain,8452.416000000001,8.452416000000001,134.4,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17039,2011,corn_grain,11169.264,11.169264,177.6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17039,2010,corn_grain,10131.579,10.131579,161.1,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17039,2009,corn_grain,11823.32,11.82332,188,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17039,2008,corn_grain,11257.31,11.25731,179,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17039,2007,corn_grain,11760.43,11.760430000000001,187,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17039,2006,corn_grain,11194.42,11.194420000000001,178,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
IL,17039,2005,corn_grain,10188.18,10.188180000000001,162,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",Illinois
